TCGA.50.5066	TCGA.55.6712	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7813	TCGA.53.7624	TCGA.50.6595	TCGA.J2.8194	TCGA.55.7227	TCGA.69.7974	TCGA.93.A4JN	TCGA.95.A4VP
ENSG00000225689	0	0	0	2	1	3	6	1	1	2	0	0	7	0	0	0	1
ENSG00000225690	1	0	0	0	0	0	1	0	1	0	0	0	0	1	4	0	0
ENSG00000225693	19	1	0	1	0	8	7	4	5	3	4	2	3	5	7	16	10
ENSG00000225695	38	13	11	23	2	8	15	3	12	3	14	19	72	29	21	14	10
ENSG00000225697	2335	233	175	641	224	916	1318	408	472	412	606	411	1058	724	1849	2729	938
ENSG00000225698	687	226	56	510	912	20	38	41	459	229	180	83	33	67	93	308	34
ENSG00000225701	3	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0
ENSG00000225703	4	0	0	2	0	6	0	1	1	0	0	0	2	4	2	5	0
ENSG00000225705	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000225706	18	7	13	10	12	4	4	0	6	0	0	7	25	8	10	28	19
ENSG00000225708	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225711	6	0	0	0	0	0	0	1	0	0	3	0	0	0	1	2	0
ENSG00000225712	5	1	0	3	0	1	1	1	0	1	1	1	4	0	1	0	0
ENSG00000225713	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225715	6	0	0	1	0	0	0	0	1	0	1	2	0	4	0	1	1
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	12	7	8	3	15	2	1	3	11	2	1	8	2	8	8	6	15
ENSG00000225721	48	8	6	17	7	29	7	8	10	4	9	6	29	8	12	15	9
ENSG00000225722	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	7	0	2	0	0	1	0	0	3	1	1	0	0	2	1	1	0
ENSG00000225725	2	0	0	0	0	1	2	1	1	1	0	0	0	1	2	0	0
ENSG00000225726	7	2	0	1	0	1	0	2	2	3	2	0	2	3	3	1	1
ENSG00000225727	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225728	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000225730	9	1	1	1	0	3	1	0	1	0	0	0	4	0	5	2	0
ENSG00000225731	5	0	2	2	5	1	2	1	7	1	1	1	24	3	5	3	1
ENSG00000225733	14126	5859	2818	5540	3049	4505	3403	2715	3698	2285	6343	3025	11019	5682	9603	12503	2619
ENSG00000225735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225739	5	1	0	2	0	2	3	0	3	0	1	3	19	6	3	0	1
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225742	30	0	4	63	22	62	218	0	23	39	15	0	15	29	3	67	146
ENSG00000225744	2	1	0	5	2	0	0	0	0	0	0	0	0	0	6	0	0
ENSG00000225746	31	1	0	12	2	10	0	3	1	0	2	1	1	0	2	1	2
ENSG00000225750	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225751	6	0	1	1	0	0	1	0	5	13	1	0	4	2	1	5	13
ENSG00000225752	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225755	4	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0
ENSG00000225756	73	33	34	22	34	28	21	21	90	58	34	12	66	65	51	201	200
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760	16	38	0	11	2	16	0	3	4	0	1	2	0	3	1	24	0
ENSG00000225761	8	1	0	5	0	0	0	1	1	2	4	1	7	3	4	4	0
ENSG00000225762	21	18	5	28	0	15	1	22	13	22	13	1	6	6	4	17	13
ENSG00000225764	3	0	15	4	1	1	0	0	2	0	0	7	2	5	6	3	0
ENSG00000225765	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225766	22	13	12	42	5	4	16	58	7	1	9	1	5	12	15	24	22
ENSG00000225767	6	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0
ENSG00000225768	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225769	3	2	1	0	0	2	0	0	0	0	0	0	2	1	1	0	1
ENSG00000225770	9	4	0	3	3	1	2	0	0	0	2	6	7	17	1	0	2
ENSG00000225774	6	1	10	10	0	0	5	0	4	2	1	8	16	6	6	12	4
ENSG00000225775	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225777	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225778	26	7	2	28	3	16	16	8	20	11	83	27	23	10	35	18	20
ENSG00000225779	3	0	0	0	0	0	3	0	1	0	0	0	1	0	0	3	0
ENSG00000225781	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225783	2006	281	215	189	148	141	222	274	876	1300	325	41	496	570	945	1363	893
ENSG00000225785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225787	0	2	0	0	0	0	0	0	1	0	0	2	2	2	0	0	0
ENSG00000225790	7	1	2	4	4	8	0	1	3	0	4	1	11	3	1	1	4
ENSG00000225791	714	251	130	526	247	290	312	106	289	147	436	290	725	262	272	444	156
ENSG00000225792	9	8	26	27	15	8	151	1	12	1	57	1	28	63	24	39	68
ENSG00000225793	32	7	16	26	16	63	28	8	23	87	17	9	30	18	47	26	33
ENSG00000225794	2	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0
ENSG00000225795	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENSG00000225796	12	1	2	1	0	6	0	4	11	1	2	3	6	0	2	14	2
ENSG00000225797	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225798	5	0	3	0	0	1	1	1	1	2	5	1	1	2	2	1	0
ENSG00000225801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	3	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	9
ENSG00000225803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225805	18	3	1	2	2	5	3	3	9	4	1	1	3	1	8	9	0
ENSG00000225806	115	13	7	7	10	46	43	32	35	32	62	6	28	41	7	84	21
ENSG00000225807	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
ENSG00000225808	32	4	10	15	5	19	6	5	11	9	12	5	9	10	9	12	15
ENSG00000225809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225813	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
ENSG00000225814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225815	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225822	1	0	0	0	0	4	0	0	0	0	0	0	4	0	0	10	1
ENSG00000225823	3	0	0	2	1	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000225825	3	1	0	2	2	0	0	0	5	3	0	0	0	0	0	9	4
ENSG00000225826	1	14	0	0	7	1	5	0	0	17	7	3	2	0	1	1	3
ENSG00000225827	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0
ENSG00000225828	270	29	47	33	30	277	158	44	88	74	58	7	87	87	102	424	199
ENSG00000225830	1299	560	293	586	233	612	1072	247	749	307	2207	343	1186	613	1357	771	362
ENSG00000225831	2	1	0	1	0	7	1	1	0	1	0	1	0	1	0	2	0
ENSG00000225832	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1
ENSG00000225833	14	2	0	11	3	3	2	0	0	1	5	0	8	2	0	1	2
ENSG00000225836	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0
ENSG00000225839	2	0	1	0	0	1	2	0	3	5	0	0	1	2	0	3	1
ENSG00000225840	33	2	0	7	0	1	0	0	8	2	0	6	10	0	6	2	13
ENSG00000225842	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225843	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225846	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0
ENSG00000225849	10	0	3	1	1	0	0	1	2	3	2	0	0	0	3	0	0
ENSG00000225850	6	1	1	2	3	1	5	2	0	0	5	1	7	1	2	3	4
ENSG00000225851	5	5	13	1	0	1	1	0	6	1	0	7	3	1	5	2	0
ENSG00000225854	7	1	0	4	1	2	1	0	2	0	7	2	2	4	1	5	0
ENSG00000225855	1139	55	61	170	29	830	350	705	244	614	322	39	209	184	227	1099	611
ENSG00000225856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857	12	0	1	1	2	19	5	2	85	5	0	0	10	9	13	24	6
ENSG00000225858	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225864	33	4	6	4	9	22	1	5	12	3	15	6	7	14	24	79	24
ENSG00000225867	10	0	1	0	0	1	1	0	7	1	1	0	0	1	5	7	0
ENSG00000225868	127	18	3	188	3	1	19	0	1	0	108	4	73	4	88	5	4
ENSG00000225869	2	0	0	0	0	1	0	0	1	1	0	3	1	2	0	0	0
ENSG00000225870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225871	82	5	2	7	2	36	14	10	4	15	30	3	24	20	4	58	13
ENSG00000225872	9	0	0	1	3	46	2	1	0	1	1	0	2	3	3	6	3
ENSG00000225873	0	5	25	29	5	7	4	5	161	0	0	0	8	7	6	15	30
ENSG00000225876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225877	0	1	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0
ENSG00000225878	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000225879	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225880	124	11	7	18	5	107	32	27	29	12	23	5	31	36	51	119	45
ENSG00000225881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225882	0	0	0	15	0	0	1	0	0	0	0	0	1	0	0	0	24
ENSG00000225883	0	0	0	0	0	1	0	0	1	0	0	4	1	0	0	0	0
ENSG00000225884	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225885	21	5	4	6	39	13	6	3	7	11	9	0	15	3	17	14	20
ENSG00000225886	106	0	5	6	2	9	6	1	10	22	43	10	1	24	12	240	2
ENSG00000225889	151	9	32	9	46	63	123	7	54	132	12	5	89	38	72	191	134
ENSG00000225891	38	4	1	7	2	7	8	4	6	8	11	0	5	10	16	21	5
ENSG00000225893	3	1	2	1	0	9	4	1	2	0	0	0	5	3	3	1	1
ENSG00000225895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225899	1	0	0	1	0	1	2	0	0	0	0	1	1	0	1	0	0
ENSG00000225900	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0
ENSG00000225901	2	0	1	1	0	0	1	0	1	0	2	0	0	2	0	0	2
ENSG00000225903	2	1	1	0	0	1	0	0	0	0	0	1	1	0	2	0	0
ENSG00000225904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225905	36	19	8	24	7	30	24	0	15	0	58	8	24	20	19	51	14
ENSG00000225906	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225907	1	4	3	2	1	0	0	0	0	0	3	1	3	0	1	1	1
ENSG00000225911	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225912	10	4	3	0	0	2	3	3	2	0	0	4	19	5	3	0	3
ENSG00000225913	8	3	8	8	7	9	31	1	28	1	5	3	2	8	40	14	4
ENSG00000225914	2	0	3	12	3	4	0	1	15	0	14	1	0	1	7	11	1
ENSG00000225916	11	3	1	1	1	4	3	1	1	3	2	1	6	2	14	2	6
ENSG00000225918	10	0	1	2	1	1	2	0	2	0	0	1	13	9	0	1	3
ENSG00000225919	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225920	36	1	5	2	2	12	3	3	22	15	9	0	7	18	22	30	14
ENSG00000225921	4729	1121	809	2908	1396	2420	2360	1632	1850	1623	4280	2125	5242	1183	3530	1254	2463
ENSG00000225922	3	0	1	0	0	0	0	0	1	1	0	2	1	2	0	0	0
ENSG00000225923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225924	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225928	2	0	0	0	0	1	3	0	0	3	3	0	0	0	1	0	0
ENSG00000225929	1	0	0	53	0	0	2	0	0	0	82	0	51	0	1	4	7
ENSG00000225930	1	2	0	5	2	0	0	0	0	0	2	0	5	0	0	0	0
ENSG00000225931	10	7	0	6	3	5	4	3	1	1	5	0	2	3	10	14	4
ENSG00000225932	27	5	4	11	3	17	0	6	2	2	17	0	18	3	24	22	5
ENSG00000225933	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4
ENSG00000225934	2	0	0	0	0	2	0	1	1	0	1	1	3	0	6	0	0
ENSG00000225935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225936	5	3	1	1	2	5	0	1	3	0	0	0	1	4	2	5	1
ENSG00000225937	5	1	1	0	0	0	0	0	0	0	0	0	2	0	2	0	3
ENSG00000225938	27	10	8	30	18	3	4	1	1	1	2	12	37	3	14	14	21
ENSG00000225940	5	0	1	2	2	2	0	0	3	0	0	0	6	0	0	0	2
ENSG00000225942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225945	9	1	1	10	3	1	3	2	3	0	12	2	1	3	0	16	1
ENSG00000225947	4	0	0	1	0	0	0	0	0	0	2	2	0	2	1	0	0
ENSG00000225948	1	1	2	1	1	0	1	0	1	0	2	0	1	3	3	3	4
ENSG00000225949	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225950	153	32	37	38	44	218	29	28	5	3	560	53	48	117	66	312	52
ENSG00000225951	21	0	2	1	1	9	1	3	2	9	0	0	17	6	3	13	4
ENSG00000225952	1	0	0	0	0	0	0	0	0	0	3	0	0	1	2	2	0
ENSG00000225953	17	2	0	25	1	19	0	13	5	0	22	5	12	7	22	12	0
ENSG00000225956	8	0	0	1	1	2	1	2	1	2	0	2	1	0	4	4	8
ENSG00000225957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225963	207	33	37	161	42	23	66	105	43	36	66	61	64	59	78	292	113
ENSG00000225964	26	2	5	1	3	6	1	11	18	10	86	11	9	18	17	67	2
ENSG00000225965	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000225968	248	37	16	105	78	34	101	14	60	7	23	193	113	84	152	111	132
ENSG00000225969	96	140	55	78	148	137	91	7	113	19	30	13	142	114	232	32	61
ENSG00000225970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225971	4	0	1	1	0	0	0	0	4	0	0	1	3	5	0	1	1
ENSG00000225972	11297	23	53	49	1	16	26	8500	38	37	6	3	37	96	11	14	70
ENSG00000225973	596	82	146	398	357	345	306	213	391	177	368	219	536	214	378	340	337
ENSG00000225974	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225975	223	19	12	23	9	47	27	24	40	21	29	16	47	22	58	59	72
ENSG00000225976	2	0	0	3	0	1	1	0	0	0	2	0	1	2	0	0	1
ENSG00000225978	19	102	10	9	73	10	41	0	5	1	9	9	3	11	9	18	32
ENSG00000225979	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225980	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225981	14	5	1	2	0	1	5	2	1	0	1	0	3	4	5	5	0
ENSG00000225982	5	1	0	15	5	4	2	0	1	2	8	0	2	2	0	2	0
ENSG00000225984	1	0	0	3	0	2	0	0	0	1	0	0	1	0	0	0	0
ENSG00000225986	41	21	7	47	39	141	83	8	7	10	1	5	170	38	62	48	48
ENSG00000225988	3	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	0
ENSG00000225990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225992	3	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0
ENSG00000225997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225999	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226002	49	11	10	6	6	22	9	13	7	3	11	5	27	15	100	8	8
ENSG00000226003	0	1	1	0	1	0	0	0	1	0	0	0	2	1	0	0	0
ENSG00000226004	19	5	15	6	7	0	0	1	6	1	13	15	0	3	52	5	9
ENSG00000226005	0	1	0	1	2	0	0	0	0	1	10	0	0	0	0	0	0
ENSG00000226007	7	6	2	7	1	2	0	0	5	1	5	3	2	1	5	2	0
ENSG00000226008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226009	20	3	3	13	1	16	10	2	12	3	10	0	5	6	11	32	9
ENSG00000226010	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
ENSG00000226011	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226012	5	2	3	9	9	3	31	0	8	17	5	13	15	4	11	17	36
ENSG00000226013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226014	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226015	288	52	158	121	42	647	132	57	511	109	50	24	1176	246	789	270	386
ENSG00000226016	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226017	4	0	1	0	0	2	2	1	1	3	1	0	3	0	1	1	1
ENSG00000226020	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226022	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226025	130	64	6	5	6	26	0	42	5	7	271	124	2	19	53	9	1
ENSG00000226026	89	12	12	3	13	3	6	4	2	0	7	3	18	3	42	10	2
ENSG00000226028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226029	222	39	33	19	13	116	39	24	37	113	36	3	54	49	71	153	46
ENSG00000226030	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000226031	7	1	2	1	3	2	5	0	0	0	0	2	5	4	0	6	0
ENSG00000226032	9	3	10	2	0	0	2	0	0	4	0	2	0	5	12	1	0
ENSG00000226034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226036	2	0	0	0	0	0	2	0	0	0	1	1	1	0	1	0	0
ENSG00000226037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226038	9	10	6	5	2	5	6	5	9	6	5	6	26	11	5	5	1
ENSG00000226040	1	0	0	1	0	14	1	8	5	5	0	2	4	2	5	2	0
ENSG00000226041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226043	1	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000226045	3	0	0	4	0	0	2	1	0	0	1	1	2	0	3	3	0
ENSG00000226046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226047	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226048	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000226049	53	24	13	21	3	8	13	5	21	10	18	14	67	16	21	27	6
ENSG00000226051	576	214	37	420	21	247	83	5	260	180	15	48	519	336	223	113	29
ENSG00000226053	1	26	0	1	0	0	0	0	0	0	0	8	1	0	2	0	0
ENSG00000226054	169	27	25	59	30	31	58	43	64	17	92	40	151	24	73	44	25
ENSG00000226055	20	5	5	5	1	27	8	15	18	9	8	7	10	12	11	14	6
ENSG00000226056	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226057	1	1	0	17	1	0	0	0	0	0	69	0	0	0	0	0	0
ENSG00000226058	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000226059	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000226061	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226063	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226065	6	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	1
ENSG00000226066	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226067	370	124	94	203	143	249	428	60	94	70	90	78	126	153	98	155	448
ENSG00000226068	4	1	0	2	0	0	1	0	3	0	0	2	2	3	2	0	1
ENSG00000226070	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226072	9	0	0	0	0	1	0	1	1	6	2	0	0	0	2	2	0
ENSG00000226074	45	14	5	5	0	18	12	10	2	4	19	0	40	1	33	2	7
ENSG00000226075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226080	35	0	1	8	0	0	5	0	2	4	86	1	6	0	3	1	3
ENSG00000226081	0	1	0	2	0	0	0	0	0	0	0	0	1	2	1	1	0
ENSG00000226082	2	1	0	3	1	2	1	0	1	0	0	0	2	0	0	0	0
ENSG00000226083	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226084	463	235	152	401	771	953	621	493	548	277	197	395	923	306	508	366	281
ENSG00000226085	8	3	1	11	3	1	3	5	6	2	12	8	16	7	5	2	0
ENSG00000226086	5	2	1	7	3	2	1	3	12	6	2	6	13	2	3	4	2
ENSG00000226087	25	1	0	0	1	4	29	0	0	0	0	1	0	3	29	3	12
ENSG00000226088	30	11	0	0	0	3	4	4	10	1	10	1	0	10	2	35	0
ENSG00000226089	1	0	0	1	0	0	0	0	0	0	5	1	0	0	1	0	0
ENSG00000226091	67	4	21	26	28	21	14	9	30	22	21	5	34	5	26	77	31
ENSG00000226092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226096	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226097	0	1	0	1	1	0	1	0	1	0	0	2	0	2	0	0	0
ENSG00000226098	4	1	4	6	0	0	1	0	1	1	4	5	11	3	2	1	0
ENSG00000226101	3	0	0	0	0	2	0	0	5	3	0	0	0	2	0	11	2
ENSG00000226102	5	0	0	6	0	0	0	0	1	0	3	0	0	1	0	0	0
ENSG00000226107	10	1	0	3	0	9	1	0	2	0	2	0	2	3	2	5	3
ENSG00000226108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000226114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226117	2	0	0	1	3	1	1	0	1	0	0	3	1	2	2	0	1
ENSG00000226118	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226121	74	36	9	39	7	6	21	22	32	4	26	13	148	24	17	18	6
ENSG00000226122	2	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	3
ENSG00000226124	304	121	67	165	57	64	9	224	22	48	217	29	323	41	104	22	26
ENSG00000226125	15	9	3	9	2	0	5	1	2	1	57	3	3	0	4	5	7
ENSG00000226126	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000226128	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0
ENSG00000226130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226131	4	2	4	1	1	0	0	1	0	1	2	8	9	2	1	2	0
ENSG00000226132	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	2
ENSG00000226133	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226134	0	0	1	1	0	1	1	0	1	0	0	0	0	0	2	0	0
ENSG00000226137	5071	3006	1027	1032	887	6941	3722	325	3613	2603	1761	816	3840	2936	12312	2817	1577
ENSG00000226138	1	0	1	1	0	0	0	0	1	0	1	0	4	3	0	1	1
ENSG00000226140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226141	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226142	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226144	9	0	0	1	0	0	3	0	2	0	0	2	3	1	1	3	0
