TCGA.D7.6520	TCGA.HU.A4GX	TCGA.BR.8371	TCGA.D7.A747	TCGA.CG.5732	TCGA.CG.5724	TCGA.CD.8524	TCGA.CG.4477	TCGA.VQ.A91V	TCGA.CD.8527	TCGA.CG.5717
ENSG00000243838	1	7	2	6	0	1	3	17	7	2	0
ENSG00000243844	4	18	31	10	4	3	17	11	11	12	7
ENSG00000243845	3	1	6	1	6	0	4	1	3	0	1
ENSG00000243847	1	0	6	6	0	0	7	13	0	1	2
ENSG00000243849	0	2	6	5	0	1	0	23	7	1	0
ENSG00000243853	1	0	0	0	0	0	0	0	0	0	0
ENSG00000243854	3	9	25	6	1	1	21	9	13	7	6
ENSG00000243855	2	0	1	5	0	0	0	2	1	1	0
ENSG00000243856	0	1	1	3	0	2	0	1	0	0	0
ENSG00000243859	28	34	96	40	36	15	65	16	25	23	33
ENSG00000243861	0	0	0	1	0	2	0	1	0	0	0
ENSG00000243864	0	4	7	4	1	2	7	19	0	3	1
ENSG00000243870	2	3	1	1	0	1	5	1	1	0	0
ENSG00000243871	0	6	10	3	1	1	11	7	4	6	1
ENSG00000243872	2	0	4	1	3	3	3	0	0	1	0
ENSG00000243873	0	0	1	1	0	1	0	5	0	0	1
ENSG00000243877	1	3	0	3	0	1	1	0	0	0	0
ENSG00000243883	1	0	1	2	1	0	3	3	3	0	0
ENSG00000243885	1	0	2	6	11	2	12	19	24	11	1
ENSG00000243886	2	0	0	1	0	1	1	1	2	1	0
ENSG00000243888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243889	0	0	1	1	0	0	0	0	0	0	0
ENSG00000243894	2	8	12	14	5	2	7	4	7	13	5
ENSG00000243896	0	89	26	41	34	10	54	11	87	92	16
ENSG00000243900	1	0	10	0	0	0	1	0	0	0	1
ENSG00000243902	10	4	1	3	1	18	1	0	1	1	1
ENSG00000243903	0	0	0	4	0	1	0	0	0	0	0
ENSG00000243904	7	18	31	6	8	14	14	14	6	10	7
ENSG00000243905	1	0	2	1	0	3	2	6	1	3	0
ENSG00000243910	20	4	26	15	10	16	24	16	15	26	16
ENSG00000243911	0	0	5	3	1	0	10	1	1	1	1
ENSG00000243914	2	3	4	5	0	3	2	6	0	0	1
ENSG00000243915	1	0	4	13	0	3	1	6	1	0	0
ENSG00000243916	3	5	3	8	0	1	4	9	4	13	4
ENSG00000243918	1	2	9	12	2	9	8	14	3	2	2
ENSG00000243920	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243925	1	4	3	7	0	0	4	6	1	4	0
ENSG00000243926	45	148	38	9	36	85	40	81	29	78	16
ENSG00000243927	1525	1672	2413	1104	1033	1250	1698	1957	962	1619	792
ENSG00000243929	0	0	0	4	0	0	0	1	1	0	0
ENSG00000243930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243939	0	0	0	4	0	1	1	18	0	2	0
ENSG00000243943	1642	1632	2218	890	460	775	1158	1750	605	934	585
ENSG00000243944	41	15	3	4	97	19	64	9	2	122	0
ENSG00000243945	0	0	1	0	0	1	0	0	0	0	0
ENSG00000243951	1	0	2	2	0	0	1	0	0	2	0
ENSG00000243953	0	0	0	4	0	1	0	0	0	0	0
ENSG00000243954	0	0	10	2	2	0	10	5	2	1	3
ENSG00000243955	5800	2325	15	5	6385	8	350	585	1257	538	37
ENSG00000243957	0	0	0	2	0	0	0	0	0	0	0
ENSG00000243959	0	0	3	5	1	0	8	13	10	13	0
ENSG00000243960	2	14	16	12	6	3	21	7	8	2	5
ENSG00000243961	3	1	0	4	0	7	6	2	0	1	0
ENSG00000243964	60	222	403	171	60	211	133	49	117	289	92
ENSG00000243967	0	0	0	0	0	0	1	0	0	0	0
ENSG00000243968	0	0	1	1	0	1	5	1	0	0	0
ENSG00000243969	0	0	0	3	0	0	0	5	0	0	0
ENSG00000243970	2	11	51	32	5	5	30	20	43	6	5
ENSG00000243974	3	3	10	6	1	2	5	18	8	4	2
ENSG00000243976	1	0	0	0	0	0	0	0	0	1	0
ENSG00000243977	8	2	7	12	1	3	18	20	11	6	1
ENSG00000243978	8	6	9	21	6	8	40	7	6	2	2
ENSG00000243979	7	7	16	8	3	4	8	7	5	7	3
ENSG00000243980	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243981	0	0	0	4	0	0	0	9	0	0	0
ENSG00000243986	5	0	14	4	1	7	66	5	16	3	2
ENSG00000243988	4	9	35	23	2	6	16	10	12	22	5
ENSG00000243989	516	363	246	136	683	560	757	239	811	1075	146
ENSG00000243991	0	0	0	1	1	0	1	12	0	3	0
ENSG00000243995	0	0	1	2	0	0	2	2	0	0	0
ENSG00000244000	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244002	4	8	9	9	6	7	11	4	7	0	12
ENSG00000244003	0	0	0	3	0	0	0	1	1	0	0
ENSG00000244004	0	24	39	20	9	3	3	9	16	18	7
ENSG00000244005	2130	2938	1335	496	2010	1719	2172	1058	1401	2123	1023
ENSG00000244006	0	1	0	0	0	0	0	1	0	0	0
ENSG00000244009	12	6	3	6	6	7	10	1	5	5	6
ENSG00000244018	1	0	3	0	0	4	3	4	2	0	4
ENSG00000244019	4	11	10	10	2	2	12	13	3	9	7
ENSG00000244020	0	2	1	0	6	0	0	5	0	2	0
ENSG00000244021	2	26	85	29	7	1	26	12	30	17	10
ENSG00000244024	0	0	0	2	0	0	0	0	0	0	0
ENSG00000244025	0	0	0	1	0	1	0	3	0	0	0
ENSG00000244026	430	786	817	205	415	999	731	916	455	610	561
ENSG00000244031	0	0	1	2	0	0	0	6	0	0	1
ENSG00000244033	0	0	0	3	0	1	0	0	0	0	0
ENSG00000244034	0	0	0	2	0	0	1	7	0	0	0
ENSG00000244036	0	5	3	7	0	4	15	18	5	2	0
ENSG00000244038	25104	14486	6524	2890	22993	12116	30207	10689	19182	10945	9874
ENSG00000244039	1	0	1	3	0	0	1	6	1	0	0
ENSG00000244040	1	8	7	18	2	11	17	38	1	3	190
ENSG00000244041	169	219	165	87	65	86	317	224	278	182	94
ENSG00000244043	1	4	6	4	1	0	10	2	4	2	1
ENSG00000244044	0	1	2	1	4	1	7	0	1	3	1
ENSG00000244045	1058	854	717	246	610	1151	826	775	1276	999	602
ENSG00000244048	2	4	10	1	0	3	4	0	1	3	1
ENSG00000244050	1	4	2	2	1	0	7	6	0	0	0
ENSG00000244052	8	9	52	27	12	8	18	21	6	6	7
ENSG00000244053	12	23	62	29	2	12	48	25	20	20	17
ENSG00000244055	20	64	87	26	9	6	77	50	91	60	21
ENSG00000244056	2	1	29	4	0	0	4	1	0	3	2
ENSG00000244057	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244060	0	5	14	4	0	0	10	26	5	4	0
ENSG00000244061	0	0	3	1	0	0	7	0	3	0	0
ENSG00000244062	0	0	4	15	0	2	0	11	0	1	0
ENSG00000244063	1	4	5	0	4	0	2	3	3	2	0
ENSG00000244065	1	0	2	4	0	0	4	0	0	0	2
ENSG00000244066	0	0	0	4	0	0	1	0	0	0	0
ENSG00000244067	176	17	13	3	1834	2	43	5	11	41	1
ENSG00000244071	0	1	1	2	1	0	0	1	1	0	0
ENSG00000244073	27	111	188	86	32	28	75	59	72	47	31
ENSG00000244076	2	4	25	17	3	4	10	10	8	8	1
ENSG00000244080	1	0	11	2	2	2	6	3	1	3	1
ENSG00000244081	0	0	1	0	0	0	0	0	0	0	0
ENSG00000244083	0	0	0	0	0	3	2	6	0	0	0
ENSG00000244086	8	25	52	48	13	15	39	10	22	37	37
ENSG00000244088	1	4	8	6	1	4	1	9	4	6	2
ENSG00000244089	0	1	0	2	2	0	0	1	0	0	0
ENSG00000244091	0	1	7	2	3	0	5	3	2	0	1
ENSG00000244094	0	0	0	1	0	1	2	418	31	7	1727
ENSG00000244097	12	42	55	37	18	18	37	29	32	21	22
ENSG00000244099	0	0	0	0	0	0	1	1	0	0	0
ENSG00000244101	2	0	8	2	3	0	6	5	2	0	0
ENSG00000244104	0	0	0	0	0	1	0	3	0	1	1
ENSG00000244107	0	0	1	0	0	0	2	0	0	1	2
ENSG00000244112	0	2	4	1	0	1	7	1	1	1	1
ENSG00000244113	0	0	8	5	2	2	0	3	2	0	2
ENSG00000244115	0	0	0	0	1	1	0	0	0	2	2
ENSG00000244116	23	91	11	2	599	23	48	145	67	2	65
ENSG00000244119	12	30	52	12	9	6	60	44	27	38	13
ENSG00000244122	24	0	0	10	10	5	178	43	8	5	2177
ENSG00000244124	3	4	81	10	4	4	22	21	4	10	9
ENSG00000244125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244128	3	0	72	4	0	5	43	16	0	5	8
ENSG00000244130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244131	0	0	7	4	4	0	9	9	1	0	2
ENSG00000244134	1	1	7	5	2	1	10	5	9	0	1
ENSG00000244137	1	27	24	5	14	0	4	9	246	3	0
ENSG00000244139	0	3	0	0	0	0	1	3	4	1	1
ENSG00000244142	2	0	2	6	1	0	0	1	0	2	0
ENSG00000244144	68	18	3	8	22	38	31	1	75	8	27
ENSG00000244146	1	6	11	11	1	2	8	9	1	4	8
ENSG00000244151	41	86	34	25	25	30	99	23	133	33	22
ENSG00000244153	16	5	22	12	2	7	23	3	33	4	17
ENSG00000244155	0	0	0	1	0	3	0	0	0	0	0
ENSG00000244157	4	4	4	8	0	5	7	2	3	2	3
ENSG00000244158	0	0	0	0	0	3	0	8	0	0	0
ENSG00000244159	0	0	0	4	0	0	0	1	0	0	2
ENSG00000244161	19	72	292	31	46	66	352	77	230	17	64
ENSG00000244165	215	841	258	89	187	163	319	183	242	314	204
ENSG00000244167	0	0	1	5	0	3	0	6	0	0	0
ENSG00000244169	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244171	68	44	64	37	21	15	87	27	43	26	34
ENSG00000244176	3	1	2	9	0	3	6	8	4	7	2
ENSG00000244183	2	11	22	4	2	5	12	9	8	9	2
ENSG00000244184	2	22	7	2	13	20	14	12	12	59	3
ENSG00000244187	2571	3446	762	348	3056	2144	1898	1144	3003	3117	1789
ENSG00000244192	6	23	72	72	10	14	64	23	25	24	16
ENSG00000244193	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244194	0	1	1	2	1	6	2	0	0	1	0
ENSG00000244196	11	3	2	2	9	37	11	8	3	3	7
ENSG00000244197	0	0	0	5	0	0	1	3	0	0	0
ENSG00000244198	3	16	5	4	23	4	21	4	19	22	14
ENSG00000244199	1	0	1	5	0	1	1	4	1	1	0
ENSG00000244203	5	5	41	13	4	0	17	15	9	0	5
ENSG00000244213	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244215	0	0	0	11	0	0	0	0	0	0	0
ENSG00000244217	1	4	3	9	2	2	6	18	0	3	1
ENSG00000244218	3	4	9	4	1	2	18	9	24	0	3
ENSG00000244219	42	22	29	6	14	52	26	12	8	7	8
ENSG00000244222	0	0	0	3	0	2	0	1	0	0	0
ENSG00000244226	7	24	27	8	6	3	35	9	14	7	13
ENSG00000244227	3	0	9	9	1	0	9	5	3	1	2
ENSG00000244229	5	16	24	5	1	3	19	32	8	7	2
ENSG00000244230	3	4	3	4	5	0	10	6	2	6	1
ENSG00000244231	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244232	4	0	25	4	1	2	10	1	4	6	3
ENSG00000244234	1	4	3	6	1	0	7	7	9	3	9
ENSG00000244235	0	0	0	2	0	3	0	3	0	0	0
ENSG00000244236	0	1	4	2	0	0	0	5	0	5	0
ENSG00000244237	0	1	2	2	1	0	4	5	0	3	1
ENSG00000244239	17	44	5	2	16	19	23	3	14	6	6
ENSG00000244242	329	450	154	137	92	452	1569	271	502	262	233
ENSG00000244244	0	2	3	4	1	0	2	2	4	4	0
ENSG00000244245	25	127	223	184	61	29	109	12	86	243	104
ENSG00000244246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244247	0	0	0	1	0	1	0	2	0	0	2
ENSG00000244249	0	1	0	1	0	0	0	2	0	0	0
ENSG00000244251	10	40	83	23	4	3	55	11	11	27	14
ENSG00000244253	0	0	0	0	0	0	0	2	0	0	0
ENSG00000244255	0	0	2	0	1	0	0	0	1	0	0
ENSG00000244256	14	7	8	8	2	0	21	4	25	8	8
ENSG00000244257	3	4	11	7	1	1	7	1	5	7	1
ENSG00000244259	3	5	13	5	1	1	3	2	2	7	1
ENSG00000244260	1	0	4	9	0	1	5	27	0	1	0
ENSG00000244264	0	0	2	0	2	0	6	0	2	3	1
ENSG00000244265	4	37	16	3	5	12	22	10	30	37	13
ENSG00000244266	4	15	24	20	7	5	15	25	7	15	8
ENSG00000244267	1	0	5	0	0	1	1	1	12	6	1
ENSG00000244268	3	4	0	8	11	0	11	6	6	0	9
ENSG00000244270	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244273	1	7	0	1	0	0	1	11	1	0	2
ENSG00000244274	760	380	1181	432	1528	1107	1990	219	525	725	202
ENSG00000244278	1	0	0	1	0	1	0	10	0	6	0
ENSG00000244280	1	10	2	8	6	1	6	1	7	0	4
ENSG00000244281	0	0	0	0	0	4	0	0	0	0	0
ENSG00000244283	2	3	2	1	1	4	4	3	2	6	2
ENSG00000244286	2	0	3	0	2	3	16	1	7	4	3
ENSG00000244289	0	3	7	5	0	0	0	4	2	7	0
ENSG00000244292	0	0	0	2	0	0	0	1	1	0	0
ENSG00000244294	0	0	0	0	0	1	0	1	1	0	1
ENSG00000244295	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244296	1	0	4	0	1	0	0	0	3	2	1
ENSG00000244297	0	0	1	0	0	1	0	1	0	5	0
ENSG00000244300	26	585	84	11	26	231	141	19	332	809	36
ENSG00000244301	0	0	2	13	0	1	1	11	3	0	0
ENSG00000244302	0	0	0	3	0	0	0	1	0	0	0
ENSG00000244306	50	317	9	35	107	12	178	11	5	124	42
ENSG00000244307	0	1	4	4	3	3	13	17	7	8	2
ENSG00000244308	1	0	1	1	0	0	1	5	3	0	0
ENSG00000244310	0	3	1	0	0	35	0	5	4	0	6
ENSG00000244313	392	1491	1972	837	826	986	1794	367	1024	1615	799
ENSG00000244314	0	0	1	2	1	0	1	2	0	1	2
ENSG00000244318	0	0	2	1	0	0	0	4	0	1	0
ENSG00000244321	0	0	1	1	0	2	0	0	0	0	0
ENSG00000244326	1	1	2	0	0	0	2	5	0	0	0
ENSG00000244327	2	8	17	9	3	7	8	18	15	7	2
ENSG00000244328	0	0	2	1	1	0	2	0	0	4	0
ENSG00000244329	0	0	0	1	0	0	1	3	0	0	0
ENSG00000244331	11	23	51	47	9	8	21	31	22	23	13
ENSG00000244332	0	14	2	4	0	3	5	12	8	4	1
ENSG00000244335	0	0	1	1	0	0	0	8	0	0	0
ENSG00000244337	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244342	0	0	6	11	0	5	7	8	4	1	0
ENSG00000244345	1	0	0	1	3	1	5	13	1	2	0
ENSG00000244346	1	14	7	0	1	9	19	23	11	7	0
ENSG00000244349	15	7	24	0	5	6	7	9	5	26	1
ENSG00000244355	0	0	0	2	1	0	1	5	0	0	0
ENSG00000244356	1	2	10	3	2	0	5	1	1	1	0
ENSG00000244357	0	4	8	7	1	0	12	5	7	1	1
ENSG00000244358	0	0	2	1	0	3	1	2	0	0	4
ENSG00000244361	6	6	25	13	4	4	21	7	9	24	5
ENSG00000244362	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244363	23	94	382	153	43	25	163	38	153	70	55
ENSG00000244371	1	2	21	8	2	0	9	5	20	1	1
ENSG00000244372	0	0	0	0	0	0	1	2	0	0	0
ENSG00000244376	0	0	0	0	1	2	0	12	3	1	0
ENSG00000244378	5	32	51	19	0	10	19	31	10	2	0
ENSG00000244380	1	0	3	5	0	0	2	1	2	2	0
ENSG00000244381	5	1	10	8	1	0	4	5	2	5	2
ENSG00000244383	2	14	0	6	9	2	1	10	8	5	16
ENSG00000244384	0	1	3	1	0	0	4	1	0	0	1
ENSG00000244389	0	0	0	0	0	0	0	0	1	0	0
ENSG00000244390	3	6	9	8	2	3	15	8	5	2	4
ENSG00000244391	0	2	3	0	0	0	0	1	1	0	0
ENSG00000244392	0	0	1	3	0	1	0	0	0	0	0
ENSG00000244395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244398	184	2126	1631	1110	417	716	1782	761	1478	1183	594
ENSG00000244399	0	0	0	2	0	0	0	0	1	0	0
ENSG00000244400	0	0	2	0	0	2	0	0	0	0	0
ENSG00000244402	0	1	0	1	0	1	3	0	0	0	0
ENSG00000244404	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244405	1093	1078	536	568	742	1052	1877	2909	1533	1153	1329
ENSG00000244411	0	5	7	2	1	0	4	4	3	0	0
ENSG00000244413	0	0	0	0	0	0	0	2	0	1	0
ENSG00000244414	3	2	23	8	4	3	117	9	2	3	0
ENSG00000244422	0	9	23	7	2	3	9	3	5	22	3
ENSG00000244425	17	1	22	1	4	5	5	12	8	1	1
ENSG00000244427	0	1	6	1	3	1	5	2	1	1	0
ENSG00000244429	1	0	0	0	0	0	0	0	1	0	0
ENSG00000244432	0	0	3	0	0	0	4	0	0	1	1
ENSG00000244436	0	1	2	1	0	0	0	5	0	1	0
ENSG00000244437	427	4746	136	124	11172	859	5223	5255	238	1326	1311
ENSG00000244441	0	0	2	0	0	1	0	0	1	0	0
ENSG00000244451	0	0	11	0	1	1	7	4	0	4	0
ENSG00000244456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244457	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244459	19	114	39	11	26	55	51	31	17	213	20
ENSG00000244461	0	0	0	0	0	1	0	0	0	0	0
ENSG00000244462	3848	6352	3097	1407	2745	2606	4948	5380	4124	2478	3791
ENSG00000244464	0	0	8	10	0	6	1	11	1	2	0
ENSG00000244468	0	28	4	1	26	8	4102	7	157	3049	17
ENSG00000244470	0	0	1	0	0	0	0	5	0	0	1
ENSG00000244471	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244474	2	1	0	1	9	0	34	3	1	0	0
ENSG00000244476	36	3	15	29	32	6	26	11	16	2	28
ENSG00000244479	62	307	130	125	67	45	137	37	250	456	56
ENSG00000244480	18	42	58	15	11	4	65	30	77	35	12
ENSG00000244482	31	94	28	21	41	254	80	225	30	27	48
ENSG00000244485	24	41	68	22	8	19	53	8	34	36	22
ENSG00000244486	4446	569	3701	1067	318	1896	5667	334	360	1594	554
ENSG00000244490	3	13	22	5	4	1	22	8	8	6	7
ENSG00000244491	6	3	10	1	4	3	13	0	12	4	4
ENSG00000244493	0	0	0	1	0	3	0	2	0	0	1
ENSG00000244501	0	0	0	0	0	0	0	0	2	0	0
ENSG00000244502	8	1	0	1	7	1	3	3	0	5	0
ENSG00000244503	1	3	32	4	54	1	12	39	1497	4	3
ENSG00000244509	1273	9547	5257	1687	2105	2012	3224	2387	667	1938	4042
ENSG00000244510	1	1	3	3	0	0	1	4	0	1	0
ENSG00000244512	3	0	1	5	1	2	2	2	4	0	0
ENSG00000244513	65	90	131	90	26	39	106	189	55	61	50
ENSG00000244514	2	11	7	3	0	2	7	0	4	1	0
ENSG00000244515	19	53	12	20	71	16	86	127	75	54	32
ENSG00000244521	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244527	3	9	21	21	7	1	12	7	10	9	7
ENSG00000244528	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244532	1	0	0	0	0	0	0	6	1	0	0
ENSG00000244534	0	0	0	3	0	0	0	0	1	0	0
ENSG00000244535	3	9	18	13	3	5	4	7	7	2	2
ENSG00000244537	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244538	10	43	140	62	13	14	107	46	46	58	17
ENSG00000244540	1	2	2	0	1	0	4	5	3	2	1
ENSG00000244541	17	0	0	3	6	13	3	7	5	1	4
ENSG00000244544	0	0	1	0	1	2	2	3	3	0	0
ENSG00000244545	0	0	0	4	0	0	0	2	0	0	0
ENSG00000244550	0	0	0	0	0	2	0	0	0	1	0
ENSG00000244551	0	1	0	1	0	0	0	5	0	0	0
ENSG00000244556	2	36	26	9	5	12	47	34	31	13	18
ENSG00000244558	100	10	4	3	176	11	45	2	33	72	1
ENSG00000244559	0	1	1	6	3	0	5	1	3	6	0
ENSG00000244560	26	58	144	52	24	30	65	65	113	14	56
ENSG00000244561	0	0	0	1	0	1	0	0	0	3	0
ENSG00000244563	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244564	2	4	0	0	2	0	9	5	2	3	0
ENSG00000244565	0	0	1	6	0	0	1	6	0	0	0
ENSG00000244568	0	0	0	1	0	1	0	1	0	0	0
ENSG00000244571	0	0	0	4	0	0	0	0	0	0	0
ENSG00000244573	7	0	1	2	0	1	0	15	1	0	0
ENSG00000244575	283	282	82	45	8282	214	458	804	115	33	234
ENSG00000244578	0	1	4	13	0	6	11	3	1	0	0
ENSG00000244582	6	33	66	34	8	22	31	27	28	11	14
ENSG00000244585	3	19	33	14	7	9	25	39	14	28	9
ENSG00000244586	188	18	11	28	35	73	22	41	48	9	172
ENSG00000244588	0	0	4	19	24	0	3	1	0	0	0
ENSG00000244593	10	20	58	20	17	4	22	26	92	20	3
ENSG00000244604	7	18	18	16	5	10	39	5	11	40	6
ENSG00000244607	53	19	74	16	46	20	46	73	49	17	17
ENSG00000244610	1	1	13	1	0	1	5	6	2	1	2
ENSG00000244615	0	0	0	0	0	0	0	2	0	0	0
ENSG00000244617	54	67	95	52	62	20	100	82	96	30	30
ENSG00000244618	0	0	14	10	3	0	8	0	1	2	0
ENSG00000244619	0	0	0	1	3	2	0	2	0	2	0
ENSG00000244620	1	27	12	10	25	1	19	5	4	0	2
ENSG00000244621	0	0	0	3	0	1	2	0	0	0	0
ENSG00000244623	0	6	4	2	2	0	6	4	1	9	0
ENSG00000244624	0	0	0	2	0	1	0	0	0	0	0
ENSG00000244625	88	278	227	135	80	136	109	163	134	71	98
ENSG00000244627	75	128	335	79	59	116	416	107	120	129	126
ENSG00000244630	0	0	10	2	0	2	7	6	4	1	0
ENSG00000244632	0	0	1	2	0	0	0	0	0	0	0
ENSG00000244640	2	0	3	0	0	4	0	4	1	1	0
ENSG00000244641	6	1	4	9	2	6	5	17	2	11	3
ENSG00000244642	6	42	114	60	24	10	155	2	24	31	17
ENSG00000244646	1	0	0	0	0	0	1	0	0	0	0
ENSG00000244649	586	482	50	894	199	158	371	258	530	300	6
ENSG00000244650	0	0	0	0	0	1	0	0	1	0	0
ENSG00000244652	0	0	0	0	0	0	0	1	0	0	0
ENSG00000244653	0	0	0	1	0	1	1	0	0	0	0
ENSG00000244657	0	0	0	1	0	0	0	1	0	0	0
ENSG00000244661	0	0	0	3	0	1	1	0	0	0	0
ENSG00000244662	0	0	0	0	0	0	0	1	1	1	0
ENSG00000244668	3	7	4	1	4	2	15	16	7	4	5
ENSG00000244669	0	0	0	2	0	2	0	8	0	0	0
ENSG00000244671	1	3	11	5	6	2	23	3	4	4	0
ENSG00000244674	0	6	11	8	4	5	8	16	2	0	5
ENSG00000244675	57	3	14	19	155	7	81	21	279	29	3
ENSG00000244676	4	4	11	1	1	0	5	4	2	7	0
ENSG00000244677	0	6	0	7	5	0	2	2	3	0	0
ENSG00000244681	0	2	15	6	0	0	7	27	2	10	0
ENSG00000244682	42	326	216	160	27	150	459	315	24	82	55
ENSG00000244687	1036	801	691	322	1761	959	1521	1024	952	754	705
ENSG00000244691	10	28	59	17	16	16	32	42	19	15	7
ENSG00000244692	2	2	3	2	0	2	3	0	2	3	0
ENSG00000244693	3	48	6	1	4	1	7	1	22	11	1
ENSG00000244694	7	12	69	220	2	19	11	16	10	8	11
ENSG00000244699	0	4	1	4	14	0	1	96	2	1	0
ENSG00000244701	75	153	113	90	36	15	195	83	231	87	45
ENSG00000244703	1	1	1	8	1	0	5	10	1	0	1
ENSG00000244705	0	9	9	7	1	2	7	15	8	6	1
ENSG00000244706	0	0	0	1	0	0	3	0	0	0	0
ENSG00000244708	0	2	4	4	0	0	0	8	1	8	1
ENSG00000244710	0	6	14	1	1	1	7	5	0	2	0
ENSG00000244712	2	1	16	8	2	2	8	12	14	7	3
ENSG00000244716	48	133	342	183	76	62	166	34	92	84	73
ENSG00000244717	1	9	33	6	1	2	14	2	10	4	0
ENSG00000244720	2	20	29	16	1	2	32	27	9	3	3
ENSG00000244722	9	10	37	17	7	7	24	13	9	10	13
ENSG00000244723	23	31	81	22	3	5	55	19	56	24	8
ENSG00000244730	5	3	24	0	1	1	16	11	5	3	1
ENSG00000244731	12	700	2428	1615	808	120	2997	301	501	612	455
ENSG00000244732	0	0	0	0	0	0	1	0	0	0	0
ENSG00000244733	63	30	63	29	11	14	145	11	47	78	33
ENSG00000244734	374	3638	174	219	394	227	1842	934	735	49	1167
ENSG00000244738	0	0	3	8	0	6	0	0	0	0	0
ENSG00000244740	0	0	8	4	2	3	18	11	4	6	3
ENSG00000244743	3	2	10	6	0	2	8	10	5	3	1
ENSG00000244748	1	2	0	0	1	0	0	6	0	1	0
ENSG00000244752	1	9	4	3	1	5	5	5	14	35	0
ENSG00000244753	3	11	7	6	4	3	8	6	5	4	3
ENSG00000244754	2541	5841	7673	3160	2327	1855	7083	5300	5752	3640	2484
ENSG00000244756	0	3	10	4	1	5	59	13	4	11	4
ENSG00000244757	0	0	8	3	0	0	0	3	0	0	0
ENSG00000244791	14	0	0	4	7	23	5	3	5	1	0
ENSG00000244879	166	877	4287	465	152	222	930	583	631	300	460
ENSG00000244921	74	378	783	384	40	100	323	453	314	195	38
ENSG00000244926	12	28	35	21	19	7	26	14	30	14	13
ENSG00000244932	35	46	89	19	19	4	144	44	100	45	33
ENSG00000244945	4	14	182	53	8	10	56	35	39	28	22
ENSG00000244952	6	10	16	18	15	1	29	14	18	30	11
ENSG00000244953	18	6	66	10	1	6	67	11	0	0	3
ENSG00000244968	14	13	211	67	62	17	705	43	41	42	33
ENSG00000244998	7	0	6	0	4	7	3	7	3	2	0
ENSG00000245008	0	1	1	4	0	2	1	0	0	0	0
ENSG00000245017	23	25	28	6	23	24	14	77	16	30	8
ENSG00000245025	32	53	165	35	45	21	88	28	51	29	38
ENSG00000245059	2	2	9	4	1	3	4	5	3	2	3
ENSG00000245060	1004	384	697	359	852	766	1266	634	690	134	755
ENSG00000245067	65	15	65	49	0	16	142	10	7	13	7
ENSG00000245080	5	0	24	15	5	5	26	23	32	11	4
ENSG00000245105	135	29	325	186	21	41	78	71	20	66	21
ENSG00000245112	5	1	6	3	4	2	5	5	5	0	1
ENSG00000245146	62	103	145	47	126	56	131	71	60	72	39
ENSG00000245148	22	26	47	16	17	17	49	22	38	15	19
ENSG00000245149	38	116	112	99	35	37	152	140	292	157	36
ENSG00000245156	36	64	91	40	31	59	133	88	102	27	36
ENSG00000245164	4	318	273	274	118	21	174	179	74	22	134
ENSG00000245205	71	103	331	127	54	37	175	256	124	43	106
ENSG00000245213	86	178	64	42	90	53	96	60	175	45	42
ENSG00000245248	667	40	118	85	71	77	73	282	53	123	29
ENSG00000245261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245275	25	66	96	29	42	26	362	95	74	87	10
ENSG00000245281	54	2	25	15	17	4	37	51	18	11	14
ENSG00000245293	5	21	8	17	16	4	39	6	37	7	2
ENSG00000245311	4	5	5	9	0	9	9	7	10	1	8
ENSG00000245317	25	109	71	44	20	22	51	56	23	40	35
ENSG00000245322	0	8	4	7	3	5	4	4	4	7	1
ENSG00000245330	8	18	50	11	5	3	15	12	9	11	16
ENSG00000245384	2	0	0	11	1	5	0	4	1	0	0
ENSG00000245385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245466	1	0	11	17	3	6	2	17	5	4	44
ENSG00000245468	12	14	52	15	26	9	13	23	18	38	9
ENSG00000245479	7	1	9	6	4	5	17	12	8	10	2
ENSG00000245482	1	0	0	4	0	0	0	1	0	0	0
