TCGA.CD.8531	TCGA.CD.5804	TCGA.FP.7998	TCGA.CD.A4MH	TCGA.CD.8528	TCGA.CD.8530	TCGA.CD.A486	TCGA.CD.8526	TCGA.CD.8535	TCGA.BR.6709	TCGA.CD.A487	TCGA.CD.8525	TCGA.CD.8529	TCGA.B7.A5TN	TCGA.IN.A6RO	TCGA.CG.4305
ENSG00000185619	1823	1807	2873	6024	2825	3651	16622	2807	3802	1296	1566	1295	3944	3496	3858	4303
ENSG00000185621	186	543	850	844	1502	943	891	1031	1201	692	918	466	1743	1113	1313	1400
ENSG00000185624	23687	62974	60808	57275	69805	41660	86939	78776	30554	41860	44217	24873	86814	75989	47669	28779
ENSG00000185627	6625	6766	5033	11446	7038	5356	9730	11242	7852	5120	4771	4515	5037	8326	6563	5589
ENSG00000185630	437	1892	5036	7529	1746	6946	2562	3825	2665	4327	3245	1414	4154	5390	650	2152
ENSG00000185631	0	0	1	0	0	8	1	1	0	0	1	0	1	0	2	1
ENSG00000185633	1422	2976	794	714	342	2547	2078	1410	2147	552	682	1337	1439	3680	789	560
ENSG00000185634	36	41	84	84	25	195	59	81	320	108	110	25	177	284	8	64
ENSG00000185638	0	0	0	2	0	1	0	11	0	0	0	0	0	0	0	3
ENSG00000185640	1	1	0	0	1	2	109	1	1	0	8	4	42	6	0	4
ENSG00000185641	1368	389	288	1171	506	831	1115	481	583	294	874	608	455	1344	546	441
ENSG00000185650	12911	14189	22067	30967	25974	27744	32222	26632	10091	23049	55591	18676	27880	64322	33727	12748
ENSG00000185651	11141	7526	8022	8599	10808	7464	5906	6855	11866	4140	5071	7991	9384	8184	12338	5533
ENSG00000185652	18	38	14	392	20	156	34	234	3	20	37	26	51	54	11	11
ENSG00000185658	3551	1531	4423	5205	3415	2803	11661	3532	4030	1546	2345	1900	3642	3468	4290	4077
ENSG00000185662	0	1	1	0	0	9	1	1	0	0	0	6	1	0	2	0
ENSG00000185664	371	330	164	203	83	137	238	184	235	30	110	240	190	328	378	164
ENSG00000185666	6	5	11	626	10	17	889	646	20	9	5	7	22	24	3	17
ENSG00000185668	779	15	170	14	8	35	39	281	19	90	9	37	58	6	10	22
ENSG00000185669	877	112	362	152	44	111	89	257	317	180	29	50	192	53	66	62
ENSG00000185670	555	329	870	705	644	703	607	1031	971	316	626	501	688	1046	350	263
ENSG00000185674	11	1	30	43	2	23	55	37	26	3	6	24	22	17	73	23
ENSG00000185681	0	43	32	6	2	9	2	14	22	3	120	11	11	6	2	6
ENSG00000185684	1123	463	651	830	910	851	1047	791	1448	574	565	512	739	1186	1284	667
ENSG00000185686	921	837	16	413	3	208	11247	12640	1539	1569	391	1022	227	641	194	996
ENSG00000185689	7	14	21	131	3	12	55	9	8	7	6	2	11	3	11	13
ENSG00000185697	3179	96	453	206	155	271	739	919	3034	694	186	254	331	86	359	283
ENSG00000185700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185701	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000185710	185	3	36	93	164	17	6	13	21	4	10	4	112	12	29	18
ENSG00000185716	364	660	876	1089	546	963	1230	1068	1186	651	482	415	1027	1729	1288	893
ENSG00000185721	3906	2415	2544	2614	5731	2592	3164	3439	4719	1933	2334	3299	3440	2902	2292	3284
ENSG00000185722	3609	2179	10982	4208	4317	3918	4867	5425	5349	3100	2298	1620	5883	3845	5340	6636
ENSG00000185728	2559	2748	7209	5223	7666	7080	8591	9184	10726	6488	4293	3014	8337	5701	9449	10438
ENSG00000185730	527	581	645	373	734	1136	1565	2215	1345	536	362	274	387	362	436	377
ENSG00000185736	10	23	162	79	50	76	1897	85	20	349	22	10	187	90	25	9
ENSG00000185737	4	9	15	0	0	11	210	6	123	0	8	5	40	4	1	6
ENSG00000185739	23	47	120	30	45	214	26	87	8	17	35	31	112	145	279	159
ENSG00000185742	1	1	2	13	1	11	2	1	5	12	9	0	2	204	0	2
ENSG00000185745	107	2571	2904	497	266	1194	2693	2150	2308	1217	2984	5109	1697	2218	636	512
ENSG00000185753	5951	1724	3789	1504	2896	1131	1469	1201	3723	1185	983	1407	2831	2192	3462	1182
ENSG00000185758	0	1	1	0	1	3	0	1	0	0	0	0	0	0	0	2
ENSG00000185760	1515	38	60	4	20	48	50	69	49	89	12	24	109	14	6	30
ENSG00000185761	105	260	193	369	286	513	1091	1166	328	282	1781	468	243	1673	1007	1947
ENSG00000185774	25	39	88	71	93	66	94	68	144	43	49	21	78	76	55	107
ENSG00000185775	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1
ENSG00000185787	9151	6664	9950	11782	13900	9529	22000	11473	10900	10557	9368	6449	10006	16203	14098	7750
ENSG00000185792	1	4	22	4	4	6	8	10	8	0	2	0	9	5	7	6
ENSG00000185798	342	460	458	460	648	417	544	540	766	270	567	368	621	588	663	420
ENSG00000185800	4872	2221	2981	1895	2424	3994	2376	7791	4040	1748	2735	1561	2964	3877	2539	1227
ENSG00000185803	3102	9803	2539	2523	6147	4512	7804	13050	6682	5449	2350	2884	5244	6915	9192	3683
ENSG00000185808	1815	1133	846	1335	893	874	2250	769	2241	992	1041	854	1018	994	2012	879
ENSG00000185811	12004	666	8146	661	590	916	517	1574	330	2735	175	601	4286	608	404	2445
ENSG00000185813	785	5921	2493	3180	1844	2576	6133	3773	4354	770	3346	1281	3045	5192	4574	2446
ENSG00000185818	219	21	53	67	44	126	2688	2798	766	236	13	208	58	18	9	33
ENSG00000185821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185823	1	0	3	4	0	4	1	1	3	0	0	3	1	1	0	0
ENSG00000185825	5580	20001	11718	11741	12244	8202	14650	10180	15864	7799	5603	10456	13473	23646	10477	7324
ENSG00000185829	98	48	135	394	38	95	206	119	100	63	127	152	140	193	228	49
ENSG00000185834	449	426	147	370	290	365	260	308	450	211	129	290	219	379	442	48
ENSG00000185837	0	5	10	6	16	13	11	11	38	3	13	14	12	12	6	8
ENSG00000185838	648	298	336	354	811	398	221	259	849	150	396	388	278	412	407	137
ENSG00000185839	57	78	65	62	92	72	63	94	63	64	19	64	44	33	188	34
ENSG00000185842	28	166	88	1278	32	613	880	1020	60	190	695	491	192	402	10	103
ENSG00000185847	0	0	0	1	1	7	4	1	10	0	0	4	1	0	1	5
ENSG00000185860	0	0	2	4	14	9	5	4	5	1	16	2	18	90	0	14
ENSG00000185862	810	1059	7071	1119	1155	1432	1483	1716	291	2536	602	1018	4348	1005	519	2754
ENSG00000185863	0	0	1	1	0	0	14	0	4	0	0	0	1	1	3	3
ENSG00000185864	215	158	355	280	189	245	218	178	284	106	149	184	180	836	782	305
ENSG00000185869	35	69	659	193	61	396	66	2260	95	316	69	51	171	120	16	101
ENSG00000185873	1	3	0	2	0	0	0	0	7	0	0	0	0	0	0	5
ENSG00000185875	180	245	758	735	836	561	289	2538	1846	417	261	394	342	437	615	492
ENSG00000185880	2080	2585	3900	2117	1649	2410	4764	3276	3324	2027	2245	1763	2930	5460	2600	2619
ENSG00000185883	2200	3288	2356	1366	2217	1194	2487	1672	991	2596	950	948	2997	4748	1543	1650
ENSG00000185885	1489	7627	13178	12673	2805	9477	5803	9118	2079	7915	13279	20953	5642	12430	11379	2940
ENSG00000185888	3	0	0	0	0	1	1	2	1	0	0	0	0	0	0	4
ENSG00000185894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185896	11304	10678	28228	25539	20256	17959	82419	22555	20011	13924	12283	8192	41110	34183	11302	18147
ENSG00000185897	2	7	26	6	1	3	1	12	3	0	0	5	15	4	0	2
ENSG00000185899	81	0	3	3	0	0	0	0	0	4	0	0	0	3	3	0
ENSG00000185900	470	51	974	102	1382	1083	312	316	1732	647	204	69	1089	455	1205	977
ENSG00000185903	0	0	0	3	0	0	1	2	0	0	0	0	0	1	0	0
ENSG00000185904	27	12	7	55	12	131	125	243	27	248	405	39	49	144	20	5
ENSG00000185905	1706	133	1350	121	126	194	182	277	70	476	57	153	2025	118	66	351
ENSG00000185909	371	658	721	464	662	672	2510	716	511	702	465	458	1455	1083	99	518
ENSG00000185915	2	2	9	4	4	6	0	169	5	3	2	0	51	3	0	2
ENSG00000185917	367	409	579	878	513	500	1494	861	929	353	545	344	537	545	660	876
ENSG00000185920	2467	677	1868	3119	544	3315	959	5421	13526	783	473	303	2465	2950	1156	1731
ENSG00000185924	34	30	54	25	8	385	628	217	17	54	17	373	83	34	9	12
ENSG00000185926	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000185933	2973	0	9	3	2	6	3	4	56	6	3	2	4	4	0	5
ENSG00000185940	1	17	1	281	0	1	54	2	18	0	3	4	8	5	0	2
ENSG00000185942	0	66	2	9	49	8	3	15	3	2	7	20	44	2	9	2
ENSG00000185946	408	305	683	1011	413	636	786	737	829	273	589	338	703	621	1178	1011
ENSG00000185947	1631	627	2739	1224	1734	1032	1430	1574	824	414	619	645	1626	2092	3397	1479
ENSG00000185950	427	930	5441	5851	2517	10279	25754	2837	7885	8451	2225	1138	6752	5354	289	1396
ENSG00000185955	12	13	15	19	1	18	5	12	15	17	4	56	14	72	24	21
ENSG00000185958	7	22	31	35	9	46	49	49	41	7	14	31	32	42	94	30
ENSG00000185960	6	1	3	6	5	12	3	4	11	5	4	6	7	2	3	14
ENSG00000185962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185963	4772	1566	4184	1462	4077	2950	2177	4707	5941	3318	1579	958	3522	2809	3557	2525
ENSG00000185966	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000185972	13	13	8	7	15	53	22	19	15	13	13	13	21	12	1	9
ENSG00000185973	969	322	1079	1262	826	604	716	615	1557	464	227	620	914	1318	857	677
ENSG00000185974	0	0	2	6	0	2	26	4	6	2	1	0	1	0	1	1
ENSG00000185982	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
ENSG00000185985	6	14	5	0	8	11	55	3	10	13	8	15	30	1	1	13
ENSG00000185986	230	117	160	496	89	140	338	312	102	64	48	180	92	135	57	108
ENSG00000185988	4	4	1	12	1	2	43	7	5	0	4	91	3	45	49	9
ENSG00000185989	4238	993	3777	1757	3101	3100	3214	1447	918	2277	938	515	2659	1356	841	2145
ENSG00000186001	4213	2037	4357	3940	3954	4306	2688	3216	3348	1938	2743	1596	3908	4248	3134	2838
ENSG00000186007	2	25	217	4	45	16	10	16	938	34	36	84	87	313	376	4
ENSG00000186008	12	0	7	3	4	3	1	3	7	4	4	6	2	4	13	12
ENSG00000186009	1	0	6	2	3	251	4	4	4	0	0	0	1	0	1	118
ENSG00000186010	2358	1823	989	2467	947	1627	2579	1537	1294	1043	1907	1777	2247	3156	1685	771
ENSG00000186017	378	268	1058	1777	756	1253	548	2235	136	323	657	230	482	613	1058	521
ENSG00000186019	8	13	12	14	90	35	5	256	35	8	8	3	2	21	10	2
ENSG00000186020	714	357	1252	3015	1186	991	842	3793	136	487	830	280	602	845	213	1049
ENSG00000186026	10	72	134	181	3906	192	98	812	86	72	26	38	96	73	89	64
ENSG00000186038	61	1	6	9	3	11	7	13	23	3	2	1	27	4	7	11
ENSG00000186047	30	34	150	46	164	57	95	46	75	36	23	30	102	116	151	104
ENSG00000186049	0	1	1	2	0	0	6	1	0	0	0	0	2	0	0	0
ENSG00000186051	3	1	3	4	1	3	2	33	5	3	10	6	0	5	6	0
ENSG00000186056	34	78	109	94	130	117	221	75	154	46	43	91	126	257	454	60
ENSG00000186063	1528	985	2982	1336	5874	2408	1071	2903	3367	1884	1206	720	2951	1777	3615	1206
ENSG00000186073	828	663	1356	620	2131	874	1140	1802	1711	208	764	432	723	1649	1628	1137
ENSG00000186074	184	220	1037	104	283	158	263	241	35	200	77	127	763	189	48	573
ENSG00000186075	1	0	2	0	0	10	2	2	6	0	7	4	4	0	283	2
ENSG00000186076	117	29	59	10	39	42	16	46	48	40	11	14	28	24	35	11
ENSG00000186081	233	28	157	4	2	4	444	11	15	281	46	21	40	27	9	66
ENSG00000186082	0	4	7	1	8	9	3	12	11	2	4	13	4	6	31	9
ENSG00000186086	0	0	0	8	8	2	16	20	0	0	0	5	0	0	6	0
ENSG00000186088	223	702	2257	2444	700	1420	1063	1025	2618	551	470	412	1631	1628	1252	1858
ENSG00000186090	0	0	1	0	1	1	0	0	571	0	0	0	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186094	72	6	3	19	2	19	81	28	6	20	3	13	29	17	0	3
ENSG00000186103	3	0	0	7	0	1	0	3	0	1	0	0	2	0	0	3
ENSG00000186104	1240	458	872	3359	1255	1088	895	1533	2050	650	667	347	1020	769	2642	905
ENSG00000186105	18	25	61	50	27	102	32	78	3	21	17	19	67	25	23	47
ENSG00000186106	519	852	558	902	969	1588	2755	1793	1537	497	565	550	960	1175	583	1285
ENSG00000186111	7748	5106	9594	4040	4150	7643	6029	7108	6713	4568	5017	3040	7334	8715	3379	3281
ENSG00000186113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000186115	8	3	6	43	1065	2	300	20	5	6	232	1	191	6	31	1020
ENSG00000186118	0	4	8	5	1	8	11	5	2	3	2	5	9	5	10	4
ENSG00000186119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186130	676	348	1423	876	1312	868	1021	915	2600	712	522	264	1047	1213	1905	1102
ENSG00000186132	433	239	227	489	233	497	708	641	668	206	324	300	269	416	320	164
ENSG00000186136	54	1	3	1	2	1	2	8	0	0	1	3	0	1	7	4
ENSG00000186141	2399	958	1965	1791	2591	1952	1859	5236	3194	1182	1121	1074	1678	1684	1982	1663
ENSG00000186143	0	0	0	1	0	5	0	0	2	1	0	2	1	5	0	4
ENSG00000186146	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000186148	2	50	0	80	1	4	52	4	4	0	7	4	5	7	0	2
ENSG00000186150	0	0	3	1	1	0	0	0	3	0	0	1	9	4	9	8
ENSG00000186152	0	2	13	2	2	1	1	6	2	6	5	1	17	0	3	1
ENSG00000186153	349	408	817	798	275	690	473	908	1770	458	680	602	758	1186	952	506
ENSG00000186160	3	4	2	2	2	4	31	14	1	3	6	13	9	11	5	5
ENSG00000186162	306	547	341	807	281	435	1564	566	1458	275	276	330	517	834	393	329
ENSG00000186163	16	0	0	0	1	1	0	3	4	2	0	0	1	0	0	2
ENSG00000186166	1955	407	1012	2862	389	1137	2038	1966	1114	237	1379	1064	575	1118	612	1303
ENSG00000186174	5056	3305	10076	2918	10552	6545	7917	8243	10568	10065	3784	2844	8028	9815	7611	4470
ENSG00000186184	7438	3782	4006	11121	9573	5277	4959	5477	7639	1562	2618	5344	7032	12297	8937	4998
ENSG00000186185	3291	590	2389	5373	2463	1019	3739	6060	4671	1565	2005	1538	2181	1302	3288	1106
ENSG00000186187	847	2008	3173	1905	1255	1613	1949	3056	2870	1600	1098	1738	3376	2945	2948	1237
ENSG00000186188	4	194	116	256	1658	27	67	14	100	66	32	40	861	104	161	61
ENSG00000186190	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000186191	0	47	0	28	1	8	80	2	11	2	1	29	56	0	0	0
ENSG00000186193	2190	2323	3550	3570	11104	3488	5087	7983	14778	1172	5717	2293	3123	3504	15855	1953
ENSG00000186197	29	55	173	81	47	735	227	216	62	169	18	73	66	37	54	53
ENSG00000186198	16	311	80	193	20	77	182	32	28	14	71	118	211	22	9	41
ENSG00000186204	4	391	430	2360	48	32	261	46	28	2	169	96	536	819	1031	1638
ENSG00000186205	12	386	71	2065	4516	1256	510	1944	2486	214	1372	477	723	1266	2050	1022
ENSG00000186207	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000186212	7	187	245	703	482	329	651	543	420	18	110	62	292	625	1094	211
ENSG00000186222	1398	910	653	795	1692	1217	3168	907	837	740	828	671	1083	1807	1096	630
ENSG00000186226	4	0	4	2	0	0	0	0	0	1	0	0	2	0	0	1
ENSG00000186230	309	137	629	223	649	539	282	1300	963	134	263	115	323	201	319	223
ENSG00000186231	34	2	60	77	8	21	67	228	134	5	4	11	53	20	10	25
ENSG00000186234	0	5	2	1	3	2	2	22	1	0	0	0	10	18	5	1
ENSG00000186235	3	3	46	5	6	12	259	87	6	13	4	16	48	8	3	6
ENSG00000186244	2	1	1	7	0	4	0	8	6	1	2	1	3	1	2	1
ENSG00000186260	1802	1847	6922	2533	4545	4519	3177	3393	2722	2579	1672	1098	4056	4197	9884	3368
ENSG00000186265	4	25	343	33	15	33	22	95	12	159	7	43	242	19	22	166
ENSG00000186268	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0
ENSG00000186272	313	187	456	424	234	452	447	857	622	136	360	122	339	229	321	313
ENSG00000186280	32	48	96	77	38	70	107	136	390	67	33	56	34	56	186	44
ENSG00000186281	37	95	170	88	54	112	4526	6118	30	28	51	37	322	88	78	42
ENSG00000186283	3027	3006	4577	2976	5295	2393	3066	3445	2679	2536	1584	1833	2689	2975	5480	2120
ENSG00000186288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000186297	2	40	34	1	0	35	20	218	7	25	5	0	4	2	2	0
ENSG00000186298	9782	6133	9758	10311	20907	8679	13986	15808	13778	6716	9198	5632	10830	17737	25939	11788
ENSG00000186300	342	127	506	273	112	521	561	414	567	167	198	157	327	277	18	272
ENSG00000186301	100	106	37	834	49	54	833	169	326	2	125	319	58	550	42	68
ENSG00000186306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186310	42	117	159	91	21	278	120	116	74	80	102	41	176	330	8	123
ENSG00000186312	567	532	601	401	1164	451	423	619	595	364	387	506	421	1034	446	277
ENSG00000186314	26	779	212	1300	1112	644	487	264	326	92	484	256	626	335	1251	558
ENSG00000186318	1185	1406	2984	1876	1776	4122	2466	2755	3822	3196	1258	759	3492	3557	607	1865
ENSG00000186326	1	1	8	60	17	21	17	88	179	8	21	11	8	15	20	4
ENSG00000186328	0	0	0	0	1	1	2	0	2	0	0	0	0	0	6	1
ENSG00000186329	0	0	0	1	0	0	2	71	1	0	2	0	1	1	1	0
ENSG00000186334	12	0	9	3	0	5	13	2	1	0	0	2	5	0	10	2
ENSG00000186335	0	0	3	1	2	5	236	2	13	2	1	4	1	1	0	24
ENSG00000186340	7256	12468	17986	4466	29293	13545	24028	7522	18494	10153	12829	4310	25701	44899	1116	11237
ENSG00000186350	3429	7184	7243	8747	6559	5516	8698	7522	7374	5158	3116	1560	6813	6218	5798	5267
ENSG00000186352	253	118	167	226	295	185	291	132	237	104	265	43	222	238	136	130
ENSG00000186364	85	66	123	104	99	192	184	414	204	102	130	80	89	162	149	88
ENSG00000186367	0	0	0	1	1	9	1	28	1	0	1	0	0	0	0	4
ENSG00000186369	0	0	2	3	0	29	2	1	1	4	0	1	12	13	1	2
ENSG00000186376	504	486	1632	1227	857	850	926	814	1171	440	282	325	1041	1369	1357	860
ENSG00000186377	7	588	68	534	6	241	2508	414	191	62	175	126	595	366	110	49
ENSG00000186393	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000186395	3271	1912	1380	4762	1589	2505	6889	3279	6498	1293	3208	3353	2176	2616	3550	1275
ENSG00000186399	1	5	11	8	8	17	11	10	21	7	2	10	16	12	14	25
ENSG00000186407	56	222	246	13	7	161	138	76	18	482	39	222	257	41	8	159
ENSG00000186409	131	94	168	115	54	174	188	402	219	92	112	129	158	265	64	111
ENSG00000186416	796	466	1056	1320	1906	698	932	953	1605	432	876	567	668	1034	906	706
ENSG00000186417	14	254	212	44	1194	216	223	42	135	890	138	48	417	90	76	80
ENSG00000186431	21	14	79	4	60	27	26	39	5	40	32	20	32	12	3	64
ENSG00000186432	5777	5013	8063	8676	18612	7796	6058	10300	13708	4519	8719	5358	7948	16856	15003	13541
ENSG00000186439	0	1	0	0	3	3	14	3	8	0	2	4	3	0	3	6
ENSG00000186440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186442	9	0	0	0	7	0	3	42	1	1	5	4	3	82	0	5
ENSG00000186446	168	130	297	211	311	334	295	393	597	166	239	98	144	167	119	221
ENSG00000186448	748	322	1354	1382	1609	995	1170	1403	1999	745	611	507	807	792	1148	969
ENSG00000186451	5	38	40	48	54	35	77	14	163	21	17	51	56	170	297	45
ENSG00000186452	5	0	1	7	0	6	5	6	19	0	0	4	2	1	8	2
ENSG00000186453	5	2	5	4	0	23	23	23	12	6	2	9	21	12	3	2
ENSG00000186458	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000186462	11	47	104	34	3	97	202	103	10	13	68	17	77	29	2	29
ENSG00000186466	45	3	17	3	9	41	3	5	22	9	5	0	17	13	32	2
ENSG00000186468	33369	11022	16736	25890	26280	30660	14678	21141	12534	16335	19469	12751	17743	19524	16817	23778
ENSG00000186469	19427	750	3201	1009	489	2021	973	1676	1440	2029	532	614	2013	858	290	1373
ENSG00000186470	3869	1869	4777	6229	2938	4494	2906	4797	3250	7141	1419	3228	7727	7101	4361	4298
ENSG00000186471	1	13	34	8	0	4	1	2	0	1	0	3	4	26	4	1
ENSG00000186472	80	225	51	1309	31	1403	676	1980	13	43	1082	859	1585	859	17	47
ENSG00000186474	1	3	0	8	0	5	39	7	25	0	30	24	4	21	4	6
ENSG00000186479	21	95	239	179	25	616	39	271	243	6	15	31	309	173	20	196
ENSG00000186480	5523	8803	3221	20245	4823	2666	3370	4610	1391	1360	3304	1317	3435	4081	11289	4880
ENSG00000186481	6	28	72	374	50	57	250	1322	13	26	126	6	185	44	2	34
ENSG00000186487	2	7	2	4	0	4	2	2648	12	2	3	5	12	0	0	14
ENSG00000186493	0	219	0	1	0	66	495	182	820	2	1	20	28	391	0	141
ENSG00000186496	43	122	144	146	37	165	197	143	422	77	89	47	182	208	47	141
ENSG00000186501	2040	3506	2219	2125	2107	1970	2717	3471	2364	1842	1559	1549	1753	2842	3532	2109
ENSG00000186508	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0
ENSG00000186509	1	0	1	4	0	3	0	2	9	0	2	3	1	0	0	8
ENSG00000186510	38	57	10	22	2	52	267	51	13	4	9	12	10	6	1	2
ENSG00000186513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000186517	15039	1498	7467	1135	971	1450	1927	2030	443	3597	705	1009	4879	1353	759	1580
ENSG00000186522	489	1371	3430	3659	4431	3493	3148	3989	2243	3793	2717	1175	2728	4639	4872	3872
ENSG00000186523	14	53	53	124	347	1535	56	90	408	27	140	31	53	133	312	215
ENSG00000186526	0	0	1	5	0	2	5	1	9	1	1	1	1	3	8	4
ENSG00000186529	5	585	262	1382	177	50	1474	34	543	6	517	238	934	1263	513	762
ENSG00000186532	1715	551	1459	1067	941	1192	915	1379	1199	433	527	416	897	770	751	839
ENSG00000186543	0	1	0	0	0	1	1	3	10	0	0	1	0	0	7	1
ENSG00000186562	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0
ENSG00000186564	213	730	913	1666	560	180	1118	1081	291	270	255	288	534	1346	811	181
ENSG00000186566	5615	1701	7527	11134	4149	3634	6221	5215	10484	3730	2558	2005	5168	4636	3655	4119
ENSG00000186567	20	252	175	330	1681	297	376	246	347	175	124	761	329	246	1122	66
ENSG00000186572	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSG00000186575	4939	2190	5258	2048	6009	3057	3451	2427	6206	1653	1366	1992	6257	3057	2374	2593
ENSG00000186577	945	1338	913	1528	640	1279	1769	1119	1649	1092	789	716	1075	1822	773	839
ENSG00000186579	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000186583	73	13	73	7	30	37	164	160	18	44	32	68	46	58	13	42
ENSG00000186591	7709	6579	8512	7344	4793	9243	4561	5881	10980	8471	3884	3374	10031	18149	8489	11566
ENSG00000186594	502	777	817	1436	359	1276	710	653	851	352	506	508	1058	1531	208	1636
ENSG00000186599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186603	80	553	1267	606	8082	1255	563	1574	378	58	1071	608	1170	1013	4060	175
ENSG00000186615	95	30	134	76	548	146	250	226	502	133	157	147	153	135	509	100
ENSG00000186625	927	314	898	1513	1060	708	885	1855	973	339	595	517	880	1127	1924	840
ENSG00000186628	6	0	6	2	7	8	12	10	10	6	6	10	2	5	9	14
ENSG00000186635	5806	3476	12778	8070	4473	5417	9719	8667	4768	3625	2674	2970	9021	7499	4383	5061
ENSG00000186638	794	395	869	2026	824	458	897	2454	3673	1764	444	387	1045	359	920	391
ENSG00000186642	346	477	802	219	126	1184	235	775	69	445	542	173	892	435	309	285
ENSG00000186645	1	0	1	8	1	11	1	0	1	1	1	6	0	4	6	1
ENSG00000186648	1349	51	97	197	131	157	495	348	557	25	28	121	182	230	81	64
ENSG00000186652	4	3	1	0	1	6	2	5	0	4	6	9	0	2	0	3
ENSG00000186654	194	977	1385	2600	1268	1123	1676	990	2327	374	959	1642	1136	1453	1182	826
ENSG00000186660	6181	2284	4927	6902	4104	4647	5740	4452	8969	3656	2934	2001	4686	7678	10187	5397
ENSG00000186665	504	287	557	461	872	538	1343	616	820	382	418	564	560	1012	1456	823
ENSG00000186666	219	190	287	328	324	626	365	807	704	157	224	291	230	257	612	287
ENSG00000186675	1	0	0	1	1	4	10	1	0	0	0	0	6	9	0	2
ENSG00000186676	11	6	12	19	7	26	6	14	19	8	8	13	5	23	34	27
ENSG00000186678	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186684	9	11	13	6	38	31	88	97	15	46	44	28	57	402	3	38
ENSG00000186687	1412	568	1511	1573	2021	2097	1289	1760	2609	604	1656	742	1605	1150	951	996
ENSG00000186704	157	161	1184	512	206	382	400	435	475	134	165	176	463	245	552	253
ENSG00000186710	18	59	178	28	10	10	41	17	93	7	16	25	302	461	279	97
ENSG00000186714	48	53	15	144	14	70	41	167	35	12	96	92	23	67	63	21
ENSG00000186715	43	434	12	3141	29	31	1534	975	435	7	243	475	124	1311	74	70
ENSG00000186716	1237	3631	7769	3626	15224	4342	5671	6221	6940	2735	2779	3402	9631	8061	10479	3922
ENSG00000186723	0	0	0	3	2	3	4	2	3	0	1	0	0	2	0	0
ENSG00000186732	3	2	1	5	5	7	1	9	3	2	2	3	4	0	0	16
ENSG00000186743	6	2	6	12	8	13	5	24	8	5	1	9	2	2	19	7
ENSG00000186765	80	42	87	46	71	52	96	142	54	74	31	17	69	161	90	51
ENSG00000186766	0	2	5	10	0	15	2	22	21	4	2	5	10	0	1	2
ENSG00000186767	735	269	1628	880	2729	571	418	578	2561	336	809	515	1162	1558	2548	1450
ENSG00000186777	47	4	4	6	3	14	8	317	12	4	2	1	6	9	0	15
ENSG00000186787	228	102	51	212	93	123	135	69	120	72	184	76	147	180	42	83
ENSG00000186788	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000186790	1	1	10	47	488	2	77	320	105	2	0	37	69	61	34	2
ENSG00000186792	194	168	99	120	710	535	136	537	424	151	141	194	215	394	749	154
ENSG00000186795	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000186803	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000186806	168	312	284	68	100	130	2124	1892	253	256	342	157	452	715	314	322
ENSG00000186810	125	325	2653	224	121	127	144	493	75	1127	32	564	880	291	928	617
ENSG00000186812	1123	793	1752	1464	1122	1924	1324	1437	3022	463	977	807	1270	1151	1188	1512
ENSG00000186814	722	315	705	686	180	804	498	502	1776	313	551	271	517	716	422	762
